objName,stdId,stdFlavor,ra,dec,v,bv,u,g,r,i,z,ue,ge,re,ie,ze
ugrizJ100048.1-595903,289,0,150.200542,-59.984194,13.568,0.02,14.738,13.568,13.548,13.592,13.602,0.004,0.004,0.003,0.002,0.005
GD108-C,290,0,150.230083,-7.508194,14.17,0.57,15.802,14.17,13.6,13.415,13.339,0.005,0.005,0.003,0.002,0.006
LHS-2272,291,1,157.2313188395903,0.8408242303333334,11.15,1.5,9.6,9.6,9.6,9.6,9.6,0.0,0.0,0.0,0.0,0.0
G162-66,292,0,158.42699602744594,-11.694493541666667,12.84,-0.387,12.657,12.84,13.227,13.581,13.884,0.013,0.005,0.001,0.007,0.012
PG1034+001,293,1,159.26568332383385,-0.13877328888888887,12.992,-0.624,12.627,12.992,13.616,13.984,14.439,0.002,0.001,0.002,0.004,0.007
Yan103927+430546,294,0,159.86445,43.09617,13.186,0.449,14.532,13.186,12.737,12.597,12.555,0.009,0.003,0.001,0.002,0.008
Feige34,295,0,159.90314599841,43.10256353997222,10.915,-0.508,10.406,10.915,11.423,11.77,12.035,0.003,0.002,0.002,0.001,0.003
Yan104002+430625,296,0,160.01183,43.10718,12.668,0.405,13.944,12.668,12.263,12.147,12.123,0.006,0.002,0.001,0.002,0.011
Yan104003+430733,297,0,160.01306,43.12606,11.855,0.489,13.309,11.855,11.366,11.203,11.142,0.003,0.002,0.001,0.002,0.011
BD+29o2091,298,0,161.84740363696812,28.395183748166666,10.489,0.366,11.353,10.489,10.123,9.991,9.951,0.01,0.006,0.006,0.005,0.004
PG1047+003A,299,0,162.52364,-0.0199,13.822,0.519,15.207,13.822,13.303,13.091,13.004,0.008,0.003,0.003,0.003,0.004
Ross106,300,0,162.62283384949836,56.44030371388889,12.847,0.434,13.875,12.847,12.413,12.237,12.177,0.007,0.003,0.003,0.003,0.005
ugrizJ105146.6-050607,301,0,162.944208,-5.102194,12.119,0.467,13.512,12.119,11.652,11.509,11.489,0.004,0.003,0.001,0.002,0.003
ugrizJ105205.1-050628,302,0,163.021458,-5.107889,12.555,0.195,13.525,12.555,12.36,12.317,12.35,0.005,0.002,0.002,0.002,0.002
ugrizJ105207.9-045428,303,0,163.032917,-4.907778,14.213,0.352,15.388,14.213,13.861,13.749,13.742,0.004,0.002,0.002,0.002,0.003
102_616,304,0,163.69711,-0.86423,12.457,0.292,13.499,12.457,12.165,12.071,12.063,0.006,0.003,0.005,0.003,0.013
102_620,305,0,163.76854,-0.80535,10.597,0.932,13.061,10.597,9.665,9.356,9.208,0.009,0.002,0.002,0.002,0.003
ugrizJ105755.5-385047,306,0,164.4815,-38.846389,14.257,0.555,15.684,14.257,13.702,13.477,13.398,0.004,0.004,0.002,0.004,0.004
ugrizJ105800.5-385100,307,0,164.502417,-38.85,12.22,0.49,13.593,12.22,11.73,11.563,11.52,0.005,0.002,0.002,0.004,0.004
ugrizJ105837.4-384100,308,0,164.656,-38.683583,14.391,0.385,15.598,14.391,14.006,13.883,13.842,0.004,0.002,0.002,0.003,0.005
ugrizJ105846.6-384736,309,0,164.694333,-38.7935,12.532,0.348,13.637,12.532,12.184,12.069,12.046,0.003,0.002,0.002,0.002,0.003
G163_50,310,0,166.9995543323254,-5.159214033333333,12.989,-0.277,13.204,12.989,13.266,13.538,13.809,0.003,0.002,0.003,0.003,0.006
G163_51,311,0,167.02698431304546,-5.2316940333333335,13.275,1.315,16.016,13.275,11.96,10.722,10.155,0.014,0.003,0.003,0.002,0.004
Wolf365,312,0,167.7472639147956,6.417384343833334,11.695,0.56,12.877,11.695,11.135,10.898,10.801,0.007,0.002,0.003,0.003,0.004
GCRV7017,313,0,173.09910129015663,76.65239047205556,11.843,0.517,12.963,11.843,11.326,11.114,11.034,0.005,0.004,0.003,0.003,0.004
ugrizJ113257.1-625751,314,0,173.238167,-62.964278,13.233,0.392,14.775,13.233,12.841,12.617,12.417,0.005,0.002,0.003,0.004,0.003
ugrizJ113258.9-625728,315,0,173.245542,-62.958,11.902,-0.086,12.801,11.902,11.988,12.104,12.163,0.004,0.002,0.002,0.002,0.004
ugrizJ113304.1-625922,316,0,173.267333,-62.9895,13.586,0.136,14.503,13.586,13.45,13.418,13.379,0.005,0.003,0.003,0.003,0.005
ugrizJ113312.5-625943,317,0,173.302167,-62.9955,11.056,0.021,12.246,11.056,11.035,11.091,11.111,0.004,0.002,0.002,0.001,0.003
ugrizJ113313.6-630254,318,0,173.307042,-63.048389,13.654,0.05,14.866,13.654,13.604,13.632,13.611,0.004,0.002,0.002,0.004,0.006
ugrizJ113318.8-630511,319,0,173.328708,-63.0865,12.27,0.141,13.186,12.27,12.129,12.104,12.051,0.004,0.002,0.001,0.002,0.003
ugrizJ113319.4-630604,320,0,173.331042,-63.101278,12.924,0.162,14.223,12.924,12.762,12.736,12.722,0.004,0.004,0.001,0.001,0.004
ugrizJ113323.5-625724,321,0,173.348,-62.956694,12.767,0.002,13.997,12.767,12.765,12.833,12.868,0.004,0.002,0.002,0.002,0.005
ugrizJ113326.2-625758,322,0,173.359333,-62.966194,12.965,0.154,14.263,12.965,12.811,12.802,12.798,0.005,0.002,0.002,0.002,0.007
ugrizJ113327.2-630530,323,0,173.363375,-63.091889,12.108,0.477,13.438,12.108,11.631,11.454,11.38,0.004,0.002,0.001,0.002,0.003
ugrizJ113327.7-630632,324,0,173.365417,-63.108889,12.342,0.11,13.653,12.342,12.232,12.224,12.205,0.004,0.004,0.002,0.001,0.003
ugrizJ113334.8-630336,325,0,173.395042,-63.060194,12.44,0.041,13.645,12.44,12.399,12.451,12.44,0.005,0.002,0.002,0.001,0.003
ugrizJ113347.5-630508,326,0,173.448042,-63.085694,12.956,0.074,13.91,12.956,12.882,12.797,12.589,0.004,0.003,0.003,0.004,0.008
ugrizJ113350.4-630310,327,0,173.46025,-63.052778,13.15,0.157,14.472,13.15,12.993,12.979,12.998,0.005,0.003,0.002,0.003,0.005
ugrizJ113351.1-630609,328,0,173.462917,-63.102694,13.129,0.284,14.543,13.129,12.845,12.773,12.735,0.004,0.002,0.002,0.002,0.003
ugrizJ113400.3-630610,329,0,173.501583,-63.102778,13.392,0.548,14.814,13.392,12.844,12.605,12.459,0.005,0.002,0.002,0.003,0.006
ugrizJ113408.9-625730,330,0,173.537375,-62.958583,11.485,-0.097,12.276,11.485,11.582,11.695,11.764,0.005,0.005,0.002,0.001,0.004
ugrizJ113413.8-630319,331,0,173.557625,-63.055278,13.409,0.923,15.758,13.409,12.486,12.085,11.842,0.005,0.002,0.002,0.002,0.004
ugrizJ113414.1-630441,332,0,173.559042,-63.078194,11.05,0.325,12.394,11.05,10.725,10.619,10.588,0.004,0.004,0.002,0.002,0.004
ugrizJ113448.7-631747,333,0,173.702958,-63.2965,12.573,0.049,13.44,12.573,12.524,12.545,12.556,0.005,0.004,0.002,0.002,0.005
ugrizJ113505.1-630938,334,0,173.771458,-63.160583,13.081,0.153,14.429,13.081,12.928,12.919,12.911,0.004,0.003,0.001,0.002,0.003
ugrizJ113505.6-631335,335,0,173.773708,-63.226583,12.324,0.22,12.981,12.324,12.104,12.021,11.966,0.005,0.002,0.002,0.002,0.003
ugrizJ113507.8-631433,336,0,173.78275,-63.2425,12.97,0.036,14.172,12.97,12.934,12.982,12.982,0.003,0.003,0.002,0.002,0.003
ugrizJ113508.9-631444,337,0,173.787375,-63.245694,12.106,0.53,13.561,12.106,11.576,11.379,11.3,0.003,0.002,0.002,0.001,0.002
ugrizJ113516.9-631316,338,0,173.820625,-63.221278,12.758,0.535,14.066,12.758,12.223,11.997,11.895,0.004,0.002,0.002,0.001,0.003
ugrizJ113518.7-631649,339,0,173.828,-63.280278,11.856,0.716,13.758,11.856,11.14,10.837,10.662,0.005,0.002,0.002,0.002,0.002
ugrizJ113521.9-631421,340,0,173.84125,-63.239194,12.388,0.05,13.645,12.388,12.338,12.384,12.404,0.003,0.002,0.002,0.001,0.003
ugrizJ113523.0-630811,341,0,173.845917,-63.136389,12.592,0.406,14.106,12.592,12.186,11.959,11.699,0.004,0.002,0.002,0.002,0.002
ugrizJ113544.2-630849,342,0,173.934167,-63.147083,12.192,0.13,13.553,12.192,12.062,12.02,11.931,0.005,0.002,0.002,0.002,0.005
ugrizJ113600.7-631831,343,0,174.003,-63.308778,13.535,0.541,14.945,13.535,12.994,12.767,12.672,0.005,0.002,0.002,0.003,0.004
ugrizJ113626.5-631441,344,0,174.11075,-63.244778,13.299,0.099,14.204,13.299,13.2,13.177,13.161,0.005,0.003,0.005,0.004,0.004
G10-50,345,0,176.93746978542333,0.79924228,11.911,1.471,14.874,11.911,10.44,8.79,8.024,0.01,0.006,0.004,0.003,0.004
BD-21o3420,346,0,178.8677100208062,-22.387982407,10.343,0.322,11.341,10.343,10.021,9.899,9.863,0.009,0.004,0.008,0.009,0.007
103_518,347,0,179.1286,-0.54346,11.506,0.459,12.751,11.506,11.047,10.888,10.835,0.008,0.005,0.005,0.003,0.005
103_626,348,0,179.19207,-0.38733,11.999,0.246,13.055,11.999,11.753,11.697,11.724,0.008,0.003,0.003,0.003,0.005
103_526,349,0,179.22563,-0.50377,11.401,0.826,13.835,11.401,10.575,10.282,10.118,0.011,0.003,0.002,0.002,0.003
ugrizJ115920.1-600413,350,0,179.83375,-60.0705,13.266,0.158,14.647,13.266,13.108,13.082,13.059,0.005,0.005,0.002,0.003,0.003
ugrizJ115920.4-595622,351,0,179.835375,-59.939583,14.174,0.267,15.47,14.174,13.907,13.811,13.769,0.004,0.002,0.002,0.002,0.002
ugrizJ115924.0-595548,352,0,179.85025,-59.930083,13.047,0.209,14.463,13.047,12.838,12.797,12.782,0.003,0.002,0.002,0.002,0.003
ugrizJ115928.3-600101,353,0,179.867917,-60.017194,14.738,0.468,16.207,14.738,14.27,14.098,14.015,0.005,0.005,0.003,0.004,0.01
ugrizJ115931.7-600235,354,0,179.882125,-60.043194,13.034,0.181,14.457,13.034,12.853,12.818,12.771,0.005,0.002,0.002,0.002,0.002
ugrizJ115932.5-295001,355,0,179.8855,-29.833694,12.577,0.302,13.745,12.577,12.275,12.198,12.214,0.004,0.003,0.003,0.003,0.003
ugrizJ115940.9-595459,356,0,179.920667,-59.916389,13.497,0.382,14.689,13.497,13.115,12.982,12.958,0.005,0.002,0.003,0.007,0.003
ugrizJ115941.9-600152,357,0,179.92475,-60.031194,13.137,0.524,14.476,13.137,12.613,12.424,12.347,0.004,0.002,0.002,0.002,0.002
ugrizJ115942.1-595622,358,0,179.92575,-59.9395,13.107,0.07,14.406,13.107,13.037,13.058,13.041,0.003,0.002,0.002,0.003,0.003
ugrizJ115942.6-295148,359,0,179.927833,-29.8635,11.92,0.498,13.393,11.92,11.422,11.272,11.224,0.004,0.002,0.002,0.002,0.003
ugrizJ115945.6-294954,360,0,179.940375,-29.831889,12.371,0.692,14.25,12.371,11.679,11.414,11.278,0.005,0.002,0.002,0.002,0.002
ugrizJ115951.1-595358,361,0,179.963208,-59.899583,12.921,-0.03,14.107,12.921,12.951,13.03,13.076,0.004,0.002,0.002,0.003,0.002
ugrizJ115954.2-600107,362,0,179.976208,-60.018778,11.991,0.144,13.237,11.991,11.847,11.854,11.875,0.003,0.002,0.002,0.002,0.002
ugrizJ115955.9-294941,363,0,179.983208,-29.828194,12.232,0.43,13.531,12.232,11.802,11.666,11.625,0.005,0.001,0.001,0.002,0.003
ugrizJ115957.7-600239,364,0,179.9905,-60.044389,13.104,0.05,14.362,13.104,13.054,13.102,13.128,0.003,0.002,0.002,0.002,0.003
ugrizJ115958.0-595458,365,0,179.991792,-59.916194,11.491,-0.047,12.609,11.491,11.538,11.631,11.655,0.005,0.003,0.002,0.003,0.002
ugrizJ115958.7-295149,366,0,179.994667,-29.863694,12.046,0.361,13.293,12.046,11.685,11.59,11.572,0.004,0.002,0.001,0.002,0.003
ugrizJ115959.1-595852,367,0,179.996625,-59.981194,12.49,0.742,14.477,12.49,11.748,11.489,11.347,0.005,0.002,0.001,0.003,0.003
ugrizJ120002.2-600040,368,0,180.009333,-60.011194,13.254,0.234,14.669,13.254,13.02,12.983,12.967,0.005,0.002,0.001,0.002,0.003
ugrizJ120005.2-600447,369,0,180.022,-60.079889,12.428,0.009,13.662,12.428,12.419,12.511,12.582,0.003,0.001,0.001,0.001,0.002
ugrizJ120008.0-295853,370,0,180.033625,-29.981583,11.846,0.442,13.135,11.846,11.404,11.271,11.236,0.004,0.001,0.003,0.004,0.003
ugrizJ120008.7-595706,371,0,180.036417,-59.951778,12.07,0.119,13.414,12.07,11.951,11.937,11.86,0.005,0.002,0.002,0.002,0.002
ugrizJ120017.8-595948,372,0,180.074292,-59.996694,12.939,0.413,14.24,12.939,12.526,12.411,12.375,0.005,0.003,0.002,0.002,0.003
ugrizJ120018.0-295314,373,0,180.075375,-29.887278,13.008,0.449,14.475,13.008,12.559,12.433,12.4,0.004,0.002,0.002,0.002,0.003
ugrizJ120020.6-595848,374,0,180.085917,-59.98,12.804,0.173,14.067,12.804,12.631,12.634,12.655,0.004,0.003,0.002,0.002,0.002
ugrizJ120037.5-595810,375,0,180.15625,-59.969694,13.127,0.137,14.111,13.127,12.99,12.962,12.947,0.004,0.003,0.001,0.002,0.003
ugrizJ120052.6-595845,376,0,180.2195,-59.979389,12.572,0.413,13.821,12.572,12.159,12.013,11.982,0.004,0.002,0.002,0.002,0.004
ugrizJ120334.9-452929,377,0,180.895625,-45.491583,13.075,0.674,14.511,13.075,12.401,12.07,11.912,0.005,0.004,0.003,0.006,0.006
ugrizJ120340.0-452405,378,0,180.91675,-45.401389,11.68,0.044,12.79,11.68,11.636,11.671,11.733,0.005,0.003,0.002,0.002,0.003
E5_48-U,379,0,180.96754,-45.49369,11.102,0.997,13.976,11.102,10.105,9.742,9.541,0.006,0.002,0.003,0.003,0.005
ugrizJ120402.8-453434,380,0,181.012,-45.576194,12.561,0.297,13.699,12.561,12.264,12.175,12.188,0.004,0.003,0.003,0.003,0.004
E5_46-S,381,0,181.12517,-45.48014,10.826,0.397,12.094,10.826,10.429,10.285,10.237,0.005,0.004,0.003,0.015,0.034
GD314,382,1,181.16069,60.53564,13.57,-0.27,13.3,13.3,13.3,13.3,13.3,0.0,0.0,0.0,0.0,0.0
ugrizJ120456.5-453350,383,0,181.235542,-45.564083,14.121,0.429,15.375,14.121,13.692,13.55,13.503,0.004,0.002,0.002,0.002,0.003
E5_m,384,0,181.26596,-45.57106,16.082,0.466,17.287,16.082,15.616,15.446,15.375,0.01,0.004,0.003,0.005,0.013
E5_o,385,0,181.26921,-45.5635,16.891,0.525,18.206,16.891,16.366,16.174,16.093,0.049,0.006,0.007,0.006,0.018
ugrizJ120508.4-453539,386,0,181.285042,-45.594278,13.834,0.464,15.212,13.834,13.37,13.227,13.179,0.005,0.002,0.002,0.002,0.003
E5_k,387,0,181.29633,-45.56417,15.598,0.347,16.739,15.598,15.251,15.161,15.134,0.008,0.003,0.003,0.004,0.006
E5_h,388,0,181.34213,-45.61219,14.845,1.014,17.509,14.845,13.831,13.401,13.153,0.022,0.003,0.003,0.003,0.005
E5_59-Y,389,0,181.351583,-45.526389,12.8,-0.175,13.788,12.8,12.975,13.152,13.257,0.005,0.003,0.002,0.002,0.003
E5_c,390,0,181.36533,-45.54239,13.815,0.677,15.575,13.815,13.138,12.878,12.743,0.008,0.002,0.002,0.002,0.003
ugrizJ120541.6-453156,391,0,181.423583,-45.532278,13.317,0.383,14.54,13.317,12.934,12.803,12.765,0.005,0.003,0.002,0.002,0.003
Ross453,392,0,182.73203218443012,0.3961481216666667,11.269,0.298,12.141,11.269,10.971,10.87,10.845,0.008,0.004,0.005,0.004,0.005
Wolf1447,393,0,188.60342900459494,15.280108529333333,12.171,0.288,13.006,12.171,11.883,11.788,11.766,0.005,0.003,0.002,0.003,0.009
Feige66,394,0,189.3481681466112,25.066508166222224,10.271,-0.476,9.926,10.271,10.747,11.114,11.43,0.003,0.001,0.002,0.001,0.004
104_428,395,0,190.4221,-0.44072,13.093,0.763,15.246,13.093,12.33,12.051,11.904,0.007,0.003,0.002,0.003,0.004
104_598,396,0,191.32062,-0.27759,12.042,0.985,14.523,12.042,11.057,10.718,10.57,0.014,0.004,0.005,0.004,0.004
Ross484,397,0,199.73331000462397,-3.0722457199999997,11.233,0.855,13.233,11.233,10.378,10.051,9.886,0.009,0.002,0.003,0.003,0.005
LTT5137,398,0,200.0985863518481,-3.0291039362500003,11.645,0.455,12.748,11.645,11.19,11.009,10.946,0.01,0.005,0.004,0.003,0.006
GCRV7951,399,0,200.43992240100098,74.20926151441667,11.829,0.341,12.705,11.829,11.488,11.354,11.319,0.005,0.002,0.001,0.001,0.003
G63-26,400,1,201.12750822264047,20.4561110775,12.18,0.44,12.18,12.18,12.18,12.18,12.18,0.0,0.0,0.0,0.0,0.0
PG1323-086D,401,0,201.52187,-8.84335,12.325,0.397,13.535,12.325,11.928,11.796,11.764,0.003,0.001,0.001,0.001,0.002
G14-55,402,0,202.0888483382799,-2.36248157125,11.958,1.325,14.771,11.958,10.633,9.3,8.685,0.006,0.003,0.002,0.002,0.003
BD+30o2428B,403,0,204.30664179972152,30.08724820275,10.907,0.668,12.751,10.907,10.239,10.016,9.909,0.006,0.002,0.003,0.002,0.003
105_815,404,0,205.01142,-0.03839,11.598,0.232,12.461,11.598,11.366,11.29,11.287,0.005,0.002,0.002,0.003,0.004
BD+2_2711,405,0,205.5791082752024,1.5049578272500002,10.186,-0.362,10.352,10.186,10.548,10.849,11.083,0.004,0.003,0.002,0.003,0.004
ugrizJ135223.8-480738,406,0,208.099417,-48.127389,10.323,-0.118,11.461,10.323,10.441,10.595,10.698,0.004,0.005,0.003,0.002,0.003
ugrizJ135230.9-480559,407,0,208.128792,-48.099778,13.827,0.374,15.059,13.827,13.453,13.34,13.319,0.005,0.002,0.002,0.002,0.003
ugrizJ135237.6-481341,408,0,208.157042,-48.228083,13.703,0.463,15.06,13.703,13.24,13.087,13.053,0.005,0.003,0.003,0.003,0.005
ugrizJ135303.3-480623,409,0,208.264125,-48.1065,14.188,0.393,15.408,14.188,13.795,13.659,13.612,0.005,0.004,0.002,0.003,0.005
ugrizJ135307.8-481139,410,0,208.282875,-48.194278,12.23,0.423,13.524,12.23,11.807,11.683,11.649,0.005,0.003,0.002,0.003,0.003
HD121968,411,0,209.7130881325912,-2.914480495555556,10.055,-0.37,9.991,10.055,10.425,10.743,10.988,0.004,0.003,0.003,0.004,0.003
ugrizJ135905.0-110714,412,0,209.770917,-11.120694,13.479,0.43,14.703,13.479,13.049,12.906,12.872,0.004,0.003,0.003,0.003,0.004
ugrizJ135925.6-595430,413,0,209.856917,-59.908389,13.551,0.127,14.88,13.551,13.424,13.407,13.383,0.005,0.003,0.001,0.002,0.003
ugrizJ135930.7-600148,414,0,209.878083,-60.030194,13.438,0.436,14.754,13.438,13.002,12.853,12.799,0.004,0.002,0.001,0.002,0.002
ugrizJ135933.9-295723,415,0,209.891375,-29.9565,11.283,0.515,12.771,11.283,10.768,10.614,10.571,0.005,0.005,0.003,0.004,0.003
ugrizJ135934.4-595842,416,0,209.893542,-59.978389,13.754,0.472,15.019,13.754,13.282,13.114,13.051,0.004,0.002,0.001,0.003,0.003
ugrizJ135940.7-600120,417,0,209.919958,-60.022278,11.769,0.297,13.126,11.769,11.472,11.399,11.364,0.005,0.003,0.002,0.003,0.002
ugrizJ135941.6-595523,418,0,209.923375,-59.923194,13.375,0.222,14.63,13.375,13.153,13.094,13.004,0.004,0.002,0.002,0.003,0.002
ugrizJ135946.4-595913,419,0,209.943625,-59.987194,14.791,0.571,16.159,14.791,14.22,13.963,13.76,0.005,0.006,0.003,0.004,0.004
ugrizJ135948.5-595607,420,0,209.95225,-59.935278,12.908,0.24,14.223,12.908,12.668,12.619,12.604,0.004,0.001,0.003,0.002,0.003
ugrizJ135948.7-295647,421,0,209.953125,-29.946389,13.72,0.573,15.361,13.72,13.147,12.973,12.897,0.005,0.002,0.002,0.003,0.003
ugrizJ135949.1-595706,422,0,209.954667,-59.951778,10.127,-0.033,10.866,10.127,10.16,10.262,10.297,0.003,0.002,0.001,0.003,0.003
ugrizJ140000.4-600444,423,0,210.001958,-60.079083,13.704,0.245,15.129,13.704,13.459,13.395,13.35,0.005,0.003,0.002,0.003,0.003
ugrizJ140005.1-595705,424,0,210.021292,-59.9515,10.951,-0.068,11.772,10.951,11.019,11.136,11.197,0.004,0.002,0.001,0.002,0.002
ugrizJ140009.2-595406,425,0,210.038667,-59.901889,13.719,0.405,14.986,13.719,13.314,13.161,13.112,0.005,0.002,0.002,0.002,0.002
ugrizJ140010.5-595501,426,0,210.043833,-59.917194,12.547,0.175,13.847,12.547,12.372,12.354,12.362,0.003,0.001,0.001,0.002,0.002
ugrizJ140011.9-595446,427,0,210.049958,-59.912778,13.281,0.446,14.462,13.281,12.835,12.632,12.517,0.004,0.001,0.002,0.002,0.002
ugrizJ140014.0-600414,428,0,210.058625,-60.070583,13.297,0.427,14.523,13.297,12.87,12.722,12.67,0.004,0.001,0.001,0.002,0.002
ugrizJ140023.1-600456,429,0,210.096458,-60.082389,14.139,0.593,15.601,14.139,13.546,13.315,13.206,0.003,0.002,0.001,0.002,0.002
ugrizJ140024.7-300359,430,0,210.102958,-30.066389,11.257,0.33,12.414,11.257,10.927,10.838,10.836,0.003,0.003,0.003,0.003,0.004
ugrizJ140029.9-595841,431,0,210.12475,-59.978083,12.329,-0.002,13.438,12.329,12.331,12.408,12.428,0.004,0.002,0.001,0.002,0.002
ugrizJ140029.9-595430,432,0,210.124833,-59.908389,11.71,0.225,13.081,11.71,11.485,11.433,11.413,0.005,0.006,0.004,0.005,0.004
ugrizJ140040.6-600011,433,0,210.169417,-60.003194,13.123,0.062,14.375,13.123,13.061,13.098,13.107,0.005,0.003,0.002,0.003,0.005
Ross838,434,0,210.4361875437158,8.917852433333334,11.9,0.573,13.177,11.9,11.327,11.088,10.977,0.007,0.002,0.002,0.002,0.003
ugrizJ144504.6-452034,435,0,221.26925,-45.342778,11.889,0.399,13.124,11.889,11.49,11.361,11.327,0.005,0.003,0.003,0.003,0.003
E6_16-P,436,0,221.313,-45.425278,9.443,0.081,10.675,9.443,9.362,9.405,9.46,0.005,0.003,0.003,0.002,0.002
E6_50-Z,437,0,221.466708,-45.257694,10.806,0.127,11.958,10.806,10.679,10.676,10.714,0.005,0.003,0.002,0.002,0.001
ugrizJ144602.8-451718,438,0,221.511667,-45.288389,12.784,0.467,14.208,12.784,12.317,12.153,12.106,0.005,0.005,0.003,0.004,0.003
E6_r,439,0,221.56425,-45.41875,14.639,0.765,16.555,14.639,13.874,13.543,13.37,0.009,0.004,0.004,0.003,0.004
E6_g,440,0,221.59613,-45.58872,12.419,0.382,13.655,12.419,12.037,11.902,11.875,0.006,0.004,0.003,0.003,0.004
E6_l,441,0,221.60483,-45.48022,12.984,1.075,15.94,12.984,11.909,11.478,11.226,0.011,0.002,0.003,0.003,0.005
ugrizJ144627.3-452415,442,0,221.613792,-45.404194,14.956,0.542,16.441,14.956,14.414,14.204,14.124,0.005,0.003,0.003,0.003,0.003
E6_n,443,0,221.64763,-45.40497,13.322,0.817,15.483,13.322,12.505,12.155,11.972,0.009,0.002,0.003,0.004,0.004
ugrizJ144645.3-453619,444,0,221.688917,-45.605389,13.177,0.809,14.867,13.177,12.368,11.959,11.77,0.005,0.002,0.006,0.006,0.007
BD+26o2606,445,0,222.2598524389297,25.70083797711111,9.891,0.287,10.761,9.891,9.604,9.503,9.486,0.001,0.001,0.001,0.001,0.001
GCRV8758,446,0,226.92172803159715,32.4079359535,11.446,0.492,12.704,11.446,10.954,10.778,10.716,0.004,0.002,0.002,0.002,0.003
PG1528+062B,447,0,232.66464,6.0204,12.247,0.419,13.482,12.247,11.828,11.685,11.649,0.004,0.001,0.001,0.001,0.002
G15-24,448,0,232.67193553688097,8.394012406,11.689,0.412,12.724,11.689,11.277,11.126,11.074,0.003,0.002,0.002,0.002,0.004
107_1006,449,0,234.63878,0.23863,12.052,0.578,13.601,12.052,11.474,11.27,11.18,0.007,0.002,0.002,0.002,0.002
107_351,450,0,234.69071,-0.53522,12.571,0.396,13.758,12.571,12.175,12.033,11.985,0.004,0.002,0.002,0.002,0.003
GJ596B,451,0,235.75753,26.28298,11.993,0.481,13.363,11.993,11.512,11.347,11.25,0.007,0.004,0.004,0.003,0.004
35_316,452,1,237.42163327393718,44.5899162475,10.39,0.53,9.86,9.86,9.86,9.86,9.86,0.0,0.0,0.0,0.0,0.0
BD+33o2642,453,0,237.9992439915054,32.94857420125,10.647,-0.332,10.629,10.647,10.979,11.263,11.475,0.002,0.002,0.001,0.002,0.003
35_518,454,1,238.3701946218264,44.95875482,9.4,0.14,9.26,9.26,9.26,9.26,9.26,0.0,0.0,0.0,0.0,0.0
35_526,455,1,238.58249120349237,44.91847758,10.09,1.1,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
35_535,456,1,238.75261782227213,44.98895578533333,10.42,1.32,9.1,9.1,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0
ugrizJ160032.8-300346,457,0,240.137,-30.062778,12.314,0.744,14.356,12.314,11.57,11.284,11.158,0.005,0.002,0.004,0.004,0.002
ugrizJ160040.6-295850,458,0,240.169167,-29.980583,13.072,0.355,14.272,13.072,12.717,12.608,12.57,0.004,0.002,0.002,0.003,0.002
ugrizJ160044.2-295702,459,0,240.184292,-29.950583,11.584,0.402,12.867,11.584,11.182,11.06,11.007,0.003,0.002,0.003,0.004,0.003
ugrizJ160047.2-595629,460,0,240.196667,-59.9415,12.405,0.175,13.756,12.405,12.23,12.207,12.184,0.002,0.001,0.001,0.002,0.002
ugrizJ160048.2-595533,461,0,240.200833,-59.926,13.054,0.328,14.267,13.054,12.726,12.623,12.593,0.003,0.002,0.001,0.003,0.003
ugrizJ160049.8-300040,462,0,240.207542,-30.011278,12.937,0.431,14.224,12.937,12.506,12.364,12.303,0.003,0.001,0.002,0.003,0.002
ugrizJ160053.1-595648,463,0,240.221333,-59.946889,12.742,0.404,13.994,12.742,12.338,12.195,12.134,0.003,0.001,0.002,0.002,0.003
ugrizJ160055.5-595846,464,0,240.231583,-59.979694,10.767,0.401,12.071,10.767,10.366,10.234,10.18,0.002,0.001,0.002,0.003,0.003
ugrizJ160100.0-600541,465,0,240.250375,-60.094889,12.028,0.959,14.471,12.028,11.069,10.667,10.44,0.005,0.002,0.002,0.005,0.002
ugrizJ160110.5-295835,466,0,240.293792,-29.976389,12.599,0.537,14.071,12.599,12.062,11.889,11.81,0.003,0.002,0.003,0.003,0.002
ugrizJ160114.2-595707,467,0,240.30925,-59.952083,13.107,0.083,14.353,13.107,13.024,13.053,13.035,0.004,0.002,0.002,0.003,0.003
ugrizJ160119.6-295828,468,0,240.331708,-29.974583,13.268,0.585,14.806,13.268,12.683,12.467,12.359,0.005,0.002,0.002,0.002,0.002
ugrizJ160122.3-600325,469,0,240.34325,-60.057083,13.146,0.298,14.617,13.146,12.848,12.782,12.731,0.004,0.002,0.001,0.002,0.002
ugrizJ160132.3-600535,470,0,240.384667,-60.093083,13.004,0.593,14.558,13.004,12.411,12.186,12.089,0.005,0.002,0.002,0.003,0.002
ugrizJ160142.5-600037,471,0,240.427333,-60.0105,10.915,-0.046,12.081,10.915,10.961,11.07,11.123,0.003,0.003,0.002,0.005,0.003
ugrizJ160145.2-595623,472,0,240.438375,-59.939778,12.784,0.327,14.098,12.784,12.457,12.336,12.286,0.005,0.002,0.002,0.002,0.002
ugrizJ160149.0-595925,473,0,240.454542,-59.990389,12.358,0.234,13.786,12.358,12.124,12.057,12.027,0.005,0.003,0.002,0.002,0.003
ugrizJ161844.4-150953,474,0,244.685333,-15.164889,11.859,0.664,13.499,11.859,11.195,10.943,10.809,0.005,0.003,0.003,0.002,0.003
