objName,stdId,stdFlavor,ra,dec,v,bv,u,g,r,i,z,ue,ge,re,ie,ze
ugrizJ051957.1-490625,103,0,79.987917,-49.107,13.115,0.392,14.331,13.115,12.723,12.601,12.588,0.002,0.002,0.002,0.002,0.002
ugrizJ052015.2-490229,104,0,80.0635,-49.041389,11.103,0.068,12.245,11.103,11.035,11.101,11.17,0.002,0.004,0.003,0.003,0.004
ugrizJ052020.8-485509,105,0,80.086667,-48.919194,12.871,0.343,13.991,12.871,12.528,12.428,12.416,0.002,0.003,0.002,0.001,0.002
ugrizJ052029.6-485828,106,0,80.123417,-48.974583,13.712,0.641,15.554,13.712,13.071,12.864,12.774,0.003,0.002,0.002,0.002,0.002
Ross49,107,0,86.23735634810528,9.238235591111112,11.63,0.467,12.76,11.63,11.163,11.001,10.952,0.004,0.002,0.001,0.001,0.002
97_249,108,0,89.28139,0.01972,12.018,0.451,13.335,12.018,11.567,11.426,11.388,0.005,0.002,0.001,0.001,0.002
97_252,109,0,89.29144,0.04416,12.012,0.401,13.241,12.012,11.611,11.497,11.461,0.003,0.001,0.002,0.001,0.011
97_345,110,0,89.38814,0.35445,12.429,1.424,15.826,12.429,11.005,10.365,9.939,0.01,0.003,0.002,0.002,0.002
97_351,111,0,89.40534,0.22875575694444444,9.821,0.008,10.951,9.821,9.813,9.887,9.909,0.003,0.003,0.002,0.002,0.002
97_75,112,0,89.47949,-0.15802,12.401,1.618,16.279,12.401,10.783,10.027,9.536,0.017,0.003,0.002,0.002,0.004
97_284,113,0,89.6043,0.08702,11.454,1.155,14.095,11.454,10.299,9.778,9.458,0.008,0.001,0.002,0.002,0.003
97_288,114,0,89.62533,0.1112,11.119,0.401,12.45,11.119,10.718,10.612,10.599,0.003,0.001,0.002,0.002,0.003
ugrizJ055904.8-595721,115,0,89.770292,-59.956083,12.839,0.358,13.921,12.839,12.481,12.361,12.349,0.004,0.003,0.002,0.003,0.003
ugrizJ055907.8-595617,116,0,89.782667,-59.938278,13.408,0.405,14.546,13.408,13.003,12.864,12.834,0.004,0.003,0.002,0.002,0.002
ugrizJ055910.8-595332,117,0,89.795375,-59.892278,12.065,0.604,13.887,12.065,11.461,11.296,11.235,0.002,0.002,0.003,0.002,0.002
ugrizJ055929.9-300500,118,0,89.874667,-30.0835,13.174,0.314,14.328,13.174,12.86,12.748,12.763,0.005,0.003,0.002,0.003,0.004
ugrizJ055935.9-300114,119,0,89.899875,-30.020583,13.202,0.411,14.478,13.202,12.791,12.674,12.665,0.003,0.002,0.002,0.002,0.002
ugrizJ055939.0-594936,120,0,89.91275,-59.826694,10.261,0.192,11.366,10.261,10.069,10.031,10.064,0.002,0.002,0.003,0.003,0.003
ugrizJ055940.7-300503,121,0,89.919875,-30.084194,13.411,0.441,14.722,13.411,12.97,12.835,12.814,0.005,0.002,0.002,0.002,0.002
ugrizJ055951.6-300545,122,0,89.965125,-30.096,13.396,0.44,14.743,13.396,12.956,12.828,12.813,0.002,0.002,0.002,0.002,0.002
ugrizJ055953.3-595221,123,0,89.972417,-59.872694,13.864,0.524,15.405,13.864,13.34,13.181,13.122,0.004,0.002,0.002,0.002,0.002
ugrizJ055953.7-300035,124,0,89.974083,-30.009778,11.364,0.237,12.411,11.364,11.127,11.091,11.113,0.001,0.001,0.002,0.002,0.001
ugrizJ055953.7-300222,125,0,89.974125,-30.039583,13.899,0.31,15.018,13.899,13.589,13.514,13.515,0.004,0.002,0.002,0.002,0.003
ugrizJ055954.0-295715,126,0,89.975375,-29.954389,12.13,0.467,13.448,12.13,11.663,11.525,11.48,0.002,0.002,0.001,0.002,0.002
ugrizJ060002.1-295752,127,0,90.008958,-29.9645,14.099,0.416,15.26,14.099,13.683,13.547,13.499,0.003,0.003,0.002,0.002,0.002
ugrizJ060009.3-595003,128,0,90.038917,-59.834389,13.35,0.411,14.649,13.35,12.939,12.808,12.78,0.003,0.002,0.002,0.002,0.002
ugrizJ060012.7-295516,129,0,90.053167,-29.921194,13.476,0.381,14.708,13.476,13.095,12.984,12.961,0.003,0.002,0.002,0.001,0.002
ugrizJ060016.8-295911,130,0,90.070167,-29.986583,12.254,0.211,13.292,12.254,12.043,12.016,12.043,0.002,0.002,0.002,0.002,0.001
ugrizJ060022.2-295930,131,0,90.092875,-29.991778,12.469,0.337,13.612,12.469,12.132,12.033,12.017,0.002,0.001,0.002,0.001,0.001
ugrizJ060023.5-300314,132,0,90.09825,-30.053889,12.776,0.431,14.093,12.776,12.345,12.219,12.192,0.002,0.002,0.002,0.001,0.001
ugrizJ060026.7-300348,133,0,90.111625,-30.0635,13.738,0.274,14.786,13.738,13.464,13.38,13.384,0.004,0.003,0.002,0.002,0.003
ugrizJ060037.2-595951,134,0,90.155375,-59.9975,11.416,0.815,13.774,11.416,10.601,10.3,10.139,0.004,0.004,0.003,0.003,0.003
Hilt566,135,0,98.04038,3.57903,11.46,0.673,12.585,11.46,10.787,10.446,10.235,0.003,0.002,0.002,0.002,0.002
LHS-1858,136,0,99.29109819547462,17.566251662,10.381,1.374,13.144,10.381,9.007,8.271,7.906,0.004,0.002,0.002,0.002,0.002
E3_33-T,137,0,100.60563,-45.15344,10.584,0.88,13.217,10.584,9.704,9.408,9.228,0.007,0.006,0.006,0.006,0.005
ugrizJ064233.7-451120,138,0,100.640792,-45.189083,12.912,0.466,14.231,12.912,12.446,12.3,12.255,0.004,0.003,0.003,0.002,0.003
ugrizJ064234.0-451123,139,0,100.64175,-45.189778,12.907,0.466,14.225,12.907,12.441,12.295,12.249,0.004,0.002,0.003,0.002,0.002
E3_e,140,0,100.6515,-45.151889,13.105,0.401,14.32,13.105,12.704,12.581,12.547,0.004,0.003,0.002,0.002,0.003
ugrizJ064239.7-451417,141,0,100.66575,-45.238194,12.407,0.356,13.582,12.407,12.051,11.96,11.954,0.003,0.003,0.002,0.002,0.002
ugrizJ064242.8-451346,142,0,100.678542,-45.2295,13.609,0.474,15.029,13.609,13.135,12.99,12.949,0.005,0.004,0.002,0.002,0.003
E3_o,143,0,100.69404,-45.17947,15.056,0.373,16.185,15.056,14.683,14.576,14.539,0.015,0.007,0.009,0.005,0.006
E3_k,144,0,100.72783,-45.14297,14.339,0.395,15.498,14.339,13.944,13.819,13.778,0.037,0.004,0.004,0.003,0.005
ugrizJ064256.8-451515,145,0,100.736667,-45.254194,13.076,0.302,14.162,13.076,12.774,12.684,12.683,0.004,0.003,0.003,0.002,0.004
26_234,146,0,100.78058,44.84271,9.593,0.379,10.932,9.593,9.214,9.103,9.082,0.002,0.007,0.001,0.001,0.001
E3_55-R,147,0,100.80875,-45.241778,10.594,-0.184,11.616,10.594,10.778,10.959,11.082,0.003,0.003,0.004,0.002,0.002
E3_59-X,148,0,100.836625,-45.215889,11.494,0.238,12.498,11.494,11.256,11.191,11.203,0.003,0.002,0.002,0.002,0.003
ugrizJ064329.9-451638,149,0,100.874625,-45.277278,13.441,0.408,14.658,13.441,13.033,12.884,12.85,0.005,0.003,0.007,0.003,0.008
26_60,150,0,100.92402,44.51271,9.525,-0.079,10.76,9.525,9.604,9.749,9.803,0.002,0.002,0.001,0.001,0.001
26_172,151,0,101.13236,44.56844,9.651,0.043,10.864,9.651,9.608,9.67,9.726,0.002,0.001,0.001,0.001,0.002
98_978,152,0,102.89046378635037,-0.19243828416666667,10.821,0.407,12.098,10.821,10.414,10.308,10.295,0.005,0.002,0.001,0.002,0.003
98_185,153,0,103.00772983098642,-0.45613641250000003,10.573,-0.037,11.726,10.573,10.61,10.703,10.76,0.007,0.004,0.003,0.003,0.006
98_193,154,0,103.01385187836107,-0.45537416000000003,10.579,0.903,13.292,10.579,9.676,9.349,9.159,0.009,0.002,0.002,0.002,0.003
98_653,155,0,103.02032016909807,-0.3053378841666667,9.443,-0.212,10.286,9.443,9.655,9.858,9.972,0.005,0.002,0.002,0.001,0.002
98_685,156,0,103.07679,-0.3389,12.144,0.287,13.362,12.144,11.857,11.787,11.788,0.01,0.002,0.003,0.002,0.004
Yan072400-003248,157,0,111.00298,-0.54693,13.273,0.298,14.47,13.273,12.975,12.897,12.889,0.004,0.003,0.002,0.002,0.002
Yan072404-003024,158,0,111.0179,-0.50677,13.297,0.789,15.431,13.297,12.508,12.192,12.028,0.007,0.003,0.001,0.002,0.002
Yan072405-003207,159,0,111.02302,-0.53553,13.896,0.354,15.068,13.896,13.542,13.417,13.387,0.007,0.004,0.002,0.002,0.004
Yan072410-002810,160,0,111.04215,-0.46955,13.175,0.379,14.374,13.175,12.796,12.68,12.654,0.009,0.002,0.001,0.002,0.002
Ru149G,161,0,111.04935,-0.53308,13.033,0.358,14.228,13.033,12.675,12.563,12.544,0.004,0.002,0.001,0.002,0.002
Ru149F,162,0,111.05833,-0.52767,13.986,0.867,16.455,13.986,13.119,12.802,12.636,0.013,0.002,0.002,0.001,0.002
Ru149D,163,0,111.06395,-0.54703,11.388,-0.213,12.04,11.388,11.601,11.804,11.94,0.003,0.001,0.001,0.001,0.001
Ru149B,164,0,111.073,-0.5519,12.934,0.46,14.319,12.934,12.474,12.333,12.3,0.006,0.002,0.001,0.001,0.002
Yan072417-002943,165,0,111.07474,-0.49544,12.765,0.771,14.821,12.765,11.994,11.687,11.523,0.005,0.002,0.001,0.001,0.002
Yan072426-002837,166,0,111.11162,-0.47719,13.24,0.42,14.751,13.24,12.82,12.71,12.677,0.006,0.003,0.002,0.003,0.004
Yan072436-003441,167,0,111.15381,-0.57813,10.837,-0.141,11.934,10.837,10.978,11.142,11.25,0.003,0.002,0.001,0.001,0.002
LHS-0033,168,0,111.85442421751115,5.210447600694444,10.617,1.331,13.456,10.617,9.286,7.809,7.114,0.005,0.002,0.002,0.004,0.004
Ru152,169,0,112.49324,-2.11066,12.833,-0.355,12.57,12.833,13.188,13.477,13.729,0.004,0.003,0.002,0.005,0.005
99_438,170,0,118.97585045700488,-0.2803164977777778,9.221,-0.348,9.357,9.221,9.569,9.862,10.082,0.005,0.004,0.002,0.002,0.002
99_447,171,0,119.02748596386215,-0.34546572000000003,9.285,-0.287,10.019,9.285,9.572,9.817,9.978,0.004,0.003,0.003,0.002,0.002
ugrizJ075854.3-595807,172,0,119.726292,-59.968778,13.482,0.341,14.623,13.482,13.141,13.028,13.023,0.004,0.004,0.001,0.002,0.002
ugrizJ075908.4-595014,173,0,119.785375,-59.837278,10.714,0.034,11.943,10.714,10.68,10.745,10.806,0.003,0.001,0.002,0.002,0.001
ugrizJ075918.1-595533,174,0,119.825542,-59.925889,12.35,0.815,14.536,12.35,11.535,11.231,11.066,0.004,0.002,0.002,0.001,0.002
ugrizJ075930.3-300319,175,0,119.876625,-30.055389,13.139,0.222,14.395,13.139,12.917,12.863,12.887,0.005,0.002,0.003,0.003,0.003
ugrizJ075937.9-295845,176,0,119.90825,-29.979194,13.622,0.014,14.785,13.622,13.608,13.659,13.666,0.004,0.002,0.002,0.002,0.004
ugrizJ075938.2-300533,177,0,119.909417,-30.0925,12.577,0.357,13.761,12.577,12.22,12.102,12.1,0.003,0.003,0.002,0.002,0.003
ugrizJ075938.7-300601,178,0,119.911625,-30.100389,13.923,0.191,15.142,13.923,13.732,13.698,13.745,0.004,0.003,0.002,0.003,0.004
ugrizJ075939.2-600057,179,0,119.913625,-60.016,13.648,0.37,14.86,13.648,13.278,13.157,13.127,0.004,0.002,0.001,0.002,0.002
ugrizJ075940.0-300511,180,0,119.916667,-30.0865,13.841,0.093,15.031,13.841,13.748,13.749,13.76,0.005,0.003,0.001,0.003,0.003
ugrizJ075941.4-300234,181,0,119.922625,-30.043,12.858,0.261,13.979,12.858,12.597,12.543,12.56,0.003,0.002,0.001,0.002,0.002
ugrizJ075943.5-595820,182,0,119.931375,-59.972389,14.208,0.609,15.745,14.208,13.599,13.361,13.246,0.004,0.003,0.001,0.002,0.002
ugrizJ075945.6-295438,183,0,119.940375,-29.910583,13.258,0.321,14.617,13.258,12.937,12.835,12.794,0.004,0.002,0.001,0.001,0.002
ugrizJ075946.2-295342,184,0,119.942792,-29.895083,13.313,0.002,14.557,13.313,13.311,13.361,13.407,0.005,0.002,0.001,0.003,0.004
ugrizJ075947.3-295945,185,0,119.947417,-29.996083,13.652,0.229,14.989,13.652,13.423,13.348,13.242,0.003,0.002,0.002,0.002,0.002
ugrizJ075950.2-300545,186,0,119.95925,-30.096083,11.803,0.052,12.991,11.803,11.751,11.8,11.866,0.002,0.003,0.002,0.002,0.002
ugrizJ075952.6-300201,187,0,119.969333,-30.033694,13.401,0.446,14.705,13.401,12.955,12.801,12.742,0.003,0.002,0.002,0.002,0.002
ugrizJ075953.9-295429,188,0,119.974875,-29.908194,14.291,0.001,15.508,14.291,14.29,14.351,14.384,0.005,0.003,0.002,0.003,0.004
ugrizJ075957.8-295954,189,0,119.991083,-29.998389,13.149,0.667,14.973,13.149,12.482,12.199,12.027,0.005,0.003,0.002,0.001,0.002
ugrizJ075958.0-295518,190,0,119.992042,-29.921694,11.27,0.334,12.46,11.27,10.936,10.849,10.838,0.002,0.002,0.002,0.002,0.002
ugrizJ075958.7-300550,191,0,119.994625,-30.097389,10.392,-0.085,11.266,10.392,10.477,10.588,10.644,0.003,0.002,0.002,0.003,0.003
ugrizJ075959.4-300439,192,0,119.997792,-30.077694,13.851,0.403,15.071,13.851,13.448,13.326,13.301,0.004,0.002,0.002,0.002,0.003
ugrizJ080000.9-300157,193,0,120.003958,-30.0325,12.319,-0.089,13.404,12.319,12.408,12.534,12.593,0.002,0.001,0.002,0.001,0.002
ugrizJ080004.0-300248,194,0,120.016917,-30.046778,12.536,0.419,13.841,12.536,12.117,12.01,11.983,0.003,0.002,0.002,0.001,0.002
ugrizJ080004.8-595521,195,0,120.020167,-59.922694,13.325,0.109,14.578,13.325,13.216,13.231,13.249,0.003,0.003,0.002,0.002,0.002
ugrizJ080005.6-295812,196,0,120.0235,-29.970083,13.242,0.112,14.547,13.242,13.13,13.143,13.156,0.004,0.002,0.001,0.002,0.002
ugrizJ080007.1-295709,197,0,120.029583,-29.9525,13.413,0.553,14.857,13.413,12.86,12.655,12.559,0.003,0.002,0.002,0.001,0.002
ugrizJ080009.8-300619,198,0,120.041083,-30.105278,13.978,0.484,15.283,13.978,13.494,13.313,13.261,0.005,0.003,0.003,0.002,0.003
ugrizJ080009.9-595058,199,0,120.041625,-59.8495,13.842,0.429,15.125,13.842,13.413,13.266,13.207,0.005,0.002,0.002,0.001,0.003
ugrizJ080010.7-300548,200,0,120.044792,-30.096778,14.098,0.365,15.294,14.098,13.733,13.614,13.592,0.004,0.003,0.002,0.002,0.004
ugrizJ080012.2-595726,201,0,120.051167,-59.957389,11.736,0.441,13.048,11.736,11.295,11.163,11.116,0.002,0.002,0.002,0.002,0.002
ugrizJ080019.0-594953,202,0,120.079542,-59.831389,12.503,0.309,13.682,12.503,12.194,12.104,12.086,0.003,0.003,0.002,0.001,0.002
ugrizJ080019.5-595308,203,0,120.081333,-59.885778,13.867,0.415,15.126,13.867,13.452,13.303,13.239,0.005,0.002,0.002,0.002,0.002
ugrizJ080020.2-300212,204,0,120.084167,-30.036889,13.439,0.329,14.605,13.439,13.11,13.014,13.003,0.004,0.003,0.001,0.001,0.002
ugrizJ080024.3-295415,205,0,120.101625,-29.904194,13.536,0.046,14.476,13.536,13.49,13.5,13.512,0.004,0.003,0.002,0.002,0.003
ugrizJ080024.8-295804,206,0,120.103583,-29.968,10.924,0.277,12.009,10.924,10.647,10.561,10.558,0.002,0.002,0.002,0.003,0.002
ugrizJ080028.0-295533,207,0,120.117,-29.926083,13.306,0.166,14.615,13.306,13.14,13.095,13.091,0.004,0.003,0.003,0.003,0.004
BD+75o325,208,0,122.70572411633474,74.96607584236111,9.272,-0.514,8.764,9.272,9.786,10.168,10.491,0.004,0.003,0.002,0.002,0.004
BD+8o2015,209,0,123.9222200673707,7.617436377777778,10.691,0.497,12.084,10.691,10.194,10.021,9.956,0.005,0.002,0.002,0.001,0.003
BD+54o1216,210,0,124.84369808336568,54.08324008536111,9.886,0.3,10.776,9.886,9.586,9.479,9.469,0.004,0.002,0.001,0.002,0.003
ugrizJ083116.2-533716,211,0,127.817667,-53.621194,13.999,0.505,15.296,13.999,13.494,13.294,13.209,0.004,0.002,0.003,0.004,0.005
ugrizJ083119.1-533956,212,0,127.82975,-53.665583,13.137,0.446,14.44,13.137,12.691,12.532,12.469,0.004,0.003,0.003,0.002,0.003
ugrizJ083123.6-533710,213,0,127.848667,-53.6195,11.826,0.052,13.119,11.826,11.774,11.806,11.795,0.005,0.003,0.002,0.002,0.003
ugrizJ083126.6-534509,214,0,127.861208,-53.752583,13.345,0.391,14.496,13.345,12.954,12.815,12.776,0.004,0.002,0.002,0.002,0.002
ugrizJ083127.9-534230,215,0,127.866625,-53.7085,14.228,0.375,15.408,14.228,13.853,13.719,13.668,0.005,0.002,0.002,0.002,0.002
ugrizJ083141.0-533513,216,0,127.920833,-53.587,12.903,0.38,14.162,12.903,12.523,12.378,12.324,0.005,0.002,0.003,0.002,0.003
WD_0830-535-I,217,0,127.940583,-53.6265,13.405,0.413,14.609,13.405,12.992,12.84,12.78,0.005,0.002,0.002,0.002,0.003
WD_0830-535-C,218,0,127.96,-53.730889,13.799,0.47,15.118,13.799,13.329,13.168,13.104,0.005,0.004,0.002,0.001,0.003
ugrizJ083155.7-533752,219,0,127.982458,-53.631194,14.629,0.315,15.953,14.629,14.314,14.229,14.193,0.005,0.002,0.004,0.004,0.006
ugrizJ083200.9-533847,220,0,128.004125,-53.646389,15.023,0.534,16.389,15.023,14.489,14.284,14.176,0.004,0.002,0.002,0.004,0.006
WD_0830-535-H,221,0,128.015792,-53.630583,13.028,0.407,14.321,13.028,12.621,12.475,12.402,0.005,0.002,0.003,0.002,0.002
WD_0830-535-D,222,0,128.020625,-53.7375,12.807,0.352,13.959,12.807,12.455,12.34,12.305,0.003,0.002,0.003,0.002,0.003
ugrizJ083206.2-533451,223,0,128.025958,-53.581083,13.309,0.471,14.61,13.309,12.838,12.641,12.55,0.004,0.003,0.004,0.003,0.003
ugrizJ083211.0-534559,224,0,128.046125,-53.7665,14.857,0.447,16.095,14.857,14.41,14.238,14.168,0.005,0.002,0.003,0.004,0.004
WD_0830-535-E,225,0,128.046292,-53.699583,13.572,0.594,15.016,13.572,12.978,12.732,12.6,0.005,0.002,0.003,0.002,0.003
ugrizJ083225.6-533742,226,0,128.106667,-53.628583,13.941,0.201,15.303,13.941,13.74,13.691,13.65,0.004,0.004,0.003,0.003,0.005
ugrizJ083226.8-533618,227,0,128.112,-53.605,14.225,0.562,15.751,14.225,13.663,13.442,13.337,0.005,0.004,0.004,0.003,0.004
ugrizJ083228.5-534154,228,0,128.118833,-53.6985,13.588,0.938,16.053,13.588,12.65,12.246,12.004,0.005,0.004,0.002,0.004,0.004
ugrizJ083228.8-534307,229,0,128.120208,-53.718694,14.643,0.49,15.93,14.643,14.153,13.934,13.844,0.004,0.006,0.006,0.004,0.007
GCRV5757,230,0,131.02062782621164,36.243184308416666,11.206,0.403,12.206,11.206,10.803,10.651,10.603,0.004,0.002,0.001,0.002,0.002
BD+25o1981,231,0,131.10234610206754,24.795022277694443,9.414,0.144,10.339,9.414,9.27,9.256,9.293,0.003,0.002,0.002,0.002,0.003
Yan084432+244359,232,0,131.13554,24.73316,11.229,0.215,12.299,11.229,11.014,10.982,11.013,0.003,0.003,0.002,0.002,0.003
Ross683,233,0,132.61305,7.62412,11.61,0.58,12.985,11.61,11.03,10.805,10.714,0.012,0.004,0.003,0.001,0.012
100_241,234,0,133.14157192839562,-0.6636980308333333,10.136,-0.068,11.301,10.136,10.204,10.332,10.429,0.004,0.003,0.003,0.002,0.003
100_272,235,0,133.36129,-0.65526,12.397,0.541,14.067,12.397,11.856,11.697,11.637,0.004,0.005,0.002,0.001,0.002
100_280,236,0,133.39758,-0.61142,11.997,0.308,13.14,11.997,11.689,11.605,11.602,0.006,0.002,0.002,0.002,0.003
100_394,237,0,133.47694,-0.53945,11.988,1.056,14.967,11.988,10.932,10.513,10.276,0.015,0.002,0.001,0.001,0.001
GCRV5951,238,0,136.31949227034536,38.79632234794445,11.82,0.346,12.674,11.82,11.474,11.339,11.31,0.002,0.003,0.002,0.002,0.004
PG0918+029D,239,0,140.34125,2.79107,12.754,0.817,14.981,12.754,11.937,11.613,11.447,0.01,0.002,0.002,0.002,0.003
E4_n,240,0,140.85058,-45.40308,15.355,0.695,16.97,15.355,14.66,14.396,14.252,0.024,0.006,0.006,0.005,0.009
E4_d,241,0,140.86,-45.414778,12.876,0.486,14.23,12.876,12.39,12.223,12.15,0.004,0.003,0.003,0.002,0.002
ugrizJ092341.3-452555,242,0,140.922083,-45.432083,11.657,0.34,12.786,11.657,11.317,11.227,11.214,0.003,0.002,0.004,0.003,0.003
E4_h,243,0,140.95825,-45.43933,14.04,0.475,15.341,14.04,13.565,13.387,13.303,0.009,0.005,0.002,0.002,0.004
BD+9o2190,244,0,142.31569360168456,8.632134463333333,11.287,0.238,12.189,11.287,11.049,10.973,10.964,0.006,0.002,0.001,0.001,0.002
BD-12o2918,245,0,142.83423782710014,-13.488358152472223,10.802,1.326,13.619,10.802,9.476,8.275,7.714,0.005,0.002,0.002,0.003,0.003
Ross889,246,0,145.17925,1.01024,10.6,0.22,11.475,10.6,10.38,10.312,10.306,0.002,0.003,0.002,0.002,0.004
ugrizJ094509.6-030338,247,0,146.290167,-3.060694,13.928,0.403,15.126,13.928,13.525,13.384,13.33,0.004,0.003,0.002,0.002,0.008
ugrizJ094532.8-030655,248,0,146.386917,-3.115278,13.065,0.354,14.207,13.065,12.711,12.593,12.56,0.005,0.003,0.002,0.002,0.004
BD+44o1910,249,0,147.37801682450043,44.288654577083335,11.5,0.6,12.014,11.115,10.838,10.736,10.718,0.003,0.002,0.001,0.001,0.002
101_315,250,0,148.7135,-0.45883,11.788,0.894,14.278,11.788,10.894,10.544,10.348,0.006,0.001,0.002,0.002,0.002
101_316,251,0,148.71652,-0.30978,11.747,0.309,12.899,11.747,11.438,11.365,11.358,0.005,0.001,0.001,0.001,0.003
101_281,252,0,149.27052,-0.52868,11.939,0.603,13.677,11.939,11.336,11.138,11.059,0.008,0.003,0.002,0.003,0.004
101_282,253,0,149.27283774823138,-0.501136075,10.163,0.246,11.282,10.163,9.917,9.875,9.9,0.006,0.004,0.002,0.003,0.005
101_207,254,0,149.46856,-0.79365,12.637,0.347,13.722,12.637,12.29,12.189,12.167,0.005,0.002,0.002,0.003,0.003
ugrizJ095906.7-595942,255,0,149.778167,-59.995,12.356,0.159,13.438,12.356,12.197,12.188,12.235,0.001,0.004,0.002,0.006,0.009
ugrizJ095907.9-595451,256,0,149.783208,-59.914389,12.967,0.131,14.151,12.967,12.836,12.841,12.887,0.005,0.002,0.004,0.004,0.005
ugrizJ095911.5-595714,257,0,149.79825,-59.954,12.926,0.175,14.192,12.926,12.751,12.754,12.802,0.005,0.003,0.003,0.003,0.005
ugrizJ095923.0-595524,258,0,149.845917,-59.9235,11.473,-0.136,12.548,11.473,11.609,11.761,11.865,0.003,0.003,0.002,0.002,0.003
ugrizJ095923.5-600548,259,0,149.848208,-60.096694,12.994,0.463,14.287,12.994,12.531,12.371,12.333,0.004,0.004,0.003,0.002,0.004
ugrizJ095923.9-595827,260,0,149.849875,-59.974278,13.412,0.276,14.553,13.412,13.136,13.066,13.066,0.005,0.003,0.003,0.002,0.003
ugrizJ095926.4-595525,261,0,149.860125,-59.923778,13.81,0.318,15.167,13.81,13.492,13.385,13.336,0.005,0.003,0.003,0.003,0.003
ugrizJ095927.4-595935,262,0,149.86425,-59.993083,13.194,0.041,14.434,13.194,13.153,13.213,13.272,0.005,0.003,0.003,0.003,0.004
ugrizJ095929.4-600430,263,0,149.872875,-60.075194,11.754,-0.124,12.828,11.754,11.878,12.031,12.135,0.004,0.003,0.002,0.003,0.004
ugrizJ095930.3-595542,264,0,149.876417,-59.928583,14.189,0.359,15.341,14.189,13.83,13.716,13.7,0.005,0.002,0.002,0.003,0.003
ugrizJ095933.4-595531,265,0,149.889375,-59.925278,13.626,0.484,14.994,13.626,13.142,12.975,12.919,0.004,0.003,0.002,0.002,0.003
ugrizJ095935.1-600507,266,0,149.896583,-60.0855,13.27,0.73,15.214,13.27,12.54,12.26,12.121,0.005,0.002,0.002,0.002,0.004
ugrizJ095935.9-295613,267,0,149.899958,-29.937194,12.897,0.722,14.912,12.897,12.175,11.899,11.757,0.005,0.002,0.002,0.001,0.002
ugrizJ095938.8-595411,268,0,149.911917,-59.903194,11.215,-0.185,12.143,11.215,11.4,11.568,11.677,0.004,0.004,0.003,0.003,0.003
ugrizJ095939.0-595638,269,0,149.912708,-59.944,13.058,0.161,14.27,13.058,12.897,12.889,12.911,0.005,0.003,0.002,0.002,0.004
ugrizJ095941.7-600255,270,0,149.924042,-60.048694,12.67,-0.067,13.841,12.67,12.737,12.864,12.935,0.004,0.002,0.002,0.002,0.003
ugrizJ095944.9-300618,271,0,149.937083,-30.105,12.82,0.302,13.908,12.82,12.518,12.428,12.436,0.004,0.002,0.002,0.002,0.002
ugrizJ095948.6-300029,272,0,149.952542,-30.008194,12.332,0.376,13.463,12.332,11.956,11.834,11.797,0.004,0.002,0.002,0.002,0.002
ugrizJ095953.8-595354,273,0,149.974208,-59.898583,13.416,0.257,14.566,13.416,13.159,13.077,13.096,0.005,0.004,0.003,0.004,0.004
ugrizJ100001.6-300045,274,0,150.00675,-30.0125,12.554,0.826,14.874,12.554,11.728,11.425,11.243,0.004,0.002,0.002,0.002,0.003
ugrizJ100005.2-595553,275,0,150.022042,-59.9315,12.463,0.03,13.597,12.463,12.433,12.461,12.455,0.005,0.003,0.003,0.002,0.004
ugrizJ100005.4-300323,276,0,150.022542,-30.056389,12.009,0.343,13.188,12.009,11.666,11.579,11.565,0.004,0.002,0.002,0.001,0.002
ugrizJ100012.1-595536,277,0,150.0505,-59.926889,13.274,0.35,14.427,13.274,12.924,12.816,12.788,0.004,0.004,0.003,0.003,0.003
ugrizJ100022.7-595427,278,0,150.094667,-59.9075,12.959,0.125,14.221,12.959,12.834,12.829,12.845,0.005,0.002,0.002,0.003,0.003
ugrizJ100023.7-300325,279,0,150.099125,-30.057194,12.606,0.345,13.765,12.606,12.261,12.151,12.131,0.004,0.002,0.001,0.001,0.002
ugrizJ100024.6-295503,280,0,150.1025,-29.917583,11.613,0.422,12.904,11.613,11.191,11.041,10.997,0.004,0.004,0.002,0.002,0.003
ugrizJ100030.8-600117,281,0,150.1285,-60.021583,12.983,-0.021,14.206,12.983,13.004,13.102,13.162,0.004,0.003,0.003,0.002,0.005
ugrizJ100031.7-073926,282,0,150.132292,-7.657389,12.803,0.477,14.207,12.803,12.326,12.178,12.146,0.003,0.003,0.002,0.003,0.004
ugrizJ100033.1-600518,283,0,150.138292,-60.0885,10.961,-0.048,12.131,10.961,11.009,11.117,11.191,0.003,0.003,0.003,0.003,0.003
ugrizJ100033.6-595830,284,0,150.140333,-59.975194,11.356,-0.184,12.272,11.356,11.54,11.719,11.836,0.004,0.004,0.003,0.002,0.003
ugrizJ100038.0-600346,285,0,150.1585,-60.062889,14.079,0.351,15.278,14.079,13.728,13.625,13.614,0.005,0.005,0.003,0.004,0.005
ugrizJ100040.7-595613,286,0,150.169583,-59.937,10.716,0.054,11.967,10.716,10.662,10.711,10.755,0.005,0.005,0.002,0.002,0.003
ugrizJ100046.6-600630,287,0,150.194333,-60.1085,12.938,-0.14,13.979,12.938,13.078,13.235,13.36,0.005,0.003,0.003,0.005,0.007
GD108,288,1,150.19581956488298,-7.558611088888889,13.35,-0.21,13.56,13.56,13.56,13.56,13.56,0.0,0.0,0.0,0.0,0.0
